train,181.31082391738892,30.288,3786,12500
test,175.03235936164856,34.36,3436,10000
train,166.85800874233246,36.288,4536,12500
test,164.5109349489212,38.4,3840,10000
train,152.9329618215561,41.696,5212,12500
test,159.81234788894653,40.33,4033,10000
train,117.30943965911865,56.408,7051,12500
test,134.04197347164154,51.94,5194,10000
train,102.74994325637817,62.576,7822,12500
test,136.35928165912628,54.11,5411,10000
train,85.58353596925735,69.192,8649,12500
test,90.61614900827408,67.96,6796,10000
train,79.98979502916336,71.496,8937,12500
test,102.10251516103745,65.37,6537,10000
train,75.36113506555557,73.312,9164,12500
test,86.66183972358704,68.77,6877,10000
train,67.764144718647,75.952,9494,12500
test,85.29399621486664,71.36,7136,10000
train,65.84348019957542,77.088,9636,12500
test,92.3982526063919,69.85,6985,10000
train,63.13290253281593,77.44,9680,12500
test,68.5621172785759,76.76,7676,10000
train,59.583409786224365,78.768,9846,12500
test,81.55910605192184,72.49,7249,10000
train,56.83688339591026,80.296,10037,12500
test,89.42716181278229,71.56,7156,10000
train,53.975260853767395,81.064,10133,12500
test,68.05904829502106,76.44,7644,10000
train,53.97152799367905,80.888,10111,12500
test,95.64720177650452,68.58,6858,10000
train,51.745887249708176,82.008,10251,12500
test,75.77724933624268,75.06,7506,10000
train,51.71755105257034,81.944,10243,12500
test,94.36559700965881,70.93,7093,10000
train,51.798740923404694,81.8,10225,12500
test,83.36869472265244,73.14,7314,10000
train,49.00533798336983,82.616,10327,12500
test,61.177982956171036,79.21,7921,10000
train,48.811758399009705,82.912,10364,12500
test,85.24135398864746,71.83,7183,10000
train,47.20357123017311,83.056,10382,12500
test,90.34325957298279,72.28,7228,10000
train,46.64340379834175,83.344,10418,12500
test,73.35897779464722,76.19,7619,10000
train,46.741488099098206,83.648,10456,12500
test,65.60437148809433,78.27,7827,10000
train,45.47802323102951,84.024,10503,12500
test,79.92307645082474,74.08,7408,10000
train,44.28054188191891,84.392,10549,12500
test,57.97118237614632,80.31,8031,10000
train,44.0830944776535,84.664,10583,12500
test,90.94318741559982,73.06,7306,10000
train,42.913863360881805,85.072,10634,12500
test,75.12127095460892,75.62,7562,10000
train,42.434486746788025,84.944,10618,12500
test,78.20505002140999,73.45,7345,10000
train,43.68525694310665,84.816,10602,12500
test,68.41362845897675,78.04,7804,10000
train,43.56519438326359,84.776,10597,12500
test,59.735748291015625,79.8,7980,10000
