train,197.49675917625427,24.64,3080,12500
test,215.3524100780487,27.78,2778,10000
train,173.92212283611298,33.128,4141,12500
test,184.76277351379395,33.02,3302,10000
train,160.52781176567078,38.656,4832,12500
test,163.84795081615448,41.42,4142,10000
train,152.21468710899353,42.488,5311,12500
test,161.1747281551361,40.74,4074,10000
train,144.17814338207245,45.872,5734,12500
test,150.4622846841812,46.66,4666,10000
train,137.14559888839722,49.504,6188,12500
test,139.97287964820862,48.45,4845,10000
train,128.92953622341156,52.92,6615,12500
test,158.65186595916748,46.08,4608,10000
train,121.00155901908875,55.624,6953,12500
test,143.66563856601715,48.28,4828,10000
train,114.89272779226303,57.776,7222,12500
test,117.89564037322998,57.52,5752,10000
train,105.91030460596085,61.4,7675,12500
test,113.60228580236435,60.98,6098,10000
train,100.13126415014267,63.44,7930,12500
test,111.26302760839462,60.62,6062,10000
train,95.29094469547272,65.368,8171,12500
test,114.33031564950943,58.91,5891,10000
train,91.00723749399185,67.072,8384,12500
test,101.41118502616882,64.41,6441,10000
train,85.24035906791687,69.064,8633,12500
test,107.5766134262085,63.49,6349,10000
train,78.97534376382828,71.96,8995,12500
test,98.43422019481659,66.64,6664,10000
train,76.34831064939499,72.768,9096,12500
test,116.47288876771927,62.87,6287,10000
train,72.32254612445831,74.288,9286,12500
test,127.97197777032852,59.83,5983,10000
train,69.36583018302917,75.032,9379,12500
test,103.31273221969604,67.61,6761,10000
train,65.42178425192833,76.88,9610,12500
test,105.7664885520935,65.34,6534,10000
train,64.54302653670311,76.848,9606,12500
test,108.22543978691101,64.62,6462,10000
train,61.584016263484955,78.296,9787,12500
test,77.11300268769264,73.86,7386,10000
train,58.86935433745384,79.312,9914,12500
test,101.93132388591766,66.86,6686,10000
train,58.06606659293175,79.424,9928,12500
test,155.1011279821396,58.58,5858,10000
train,56.63521412014961,80.088,10011,12500
test,73.75723379850388,74.99,7499,10000
train,55.89769285917282,79.952,9994,12500
test,95.41200906038284,69.55,6955,10000
train,52.90376654267311,81.512,10189,12500
test,98.94162434339523,67.54,6754,10000
train,52.82079863548279,81.248,10156,12500
test,75.81886830925941,74.88,7488,10000
train,51.86435729265213,81.352,10169,12500
test,74.70092964172363,75.03,7503,10000
train,49.727887749671936,82.352,10294,12500
test,93.94005233049393,70.5,7050,10000
train,46.82859456539154,83.072,10384,12500
test,72.32746729254723,76.75,7675,10000
train,46.80099433660507,83.0,10375,12500
test,81.51508384943008,74.28,7428,10000
train,46.70074540376663,83.6,10450,12500
test,116.62233877182007,67.89,6789,10000
train,45.73876237869263,84.04,10505,12500
test,109.03901934623718,68.28,6828,10000
train,44.35209661722183,84.536,10567,12500
test,80.11916220188141,74.73,7473,10000
train,42.64629781246185,85.032,10629,12500
test,89.87447607517242,72.04,7204,10000
train,45.40693664550781,83.816,10477,12500
test,89.81216704845428,71.75,7175,10000
train,41.84867265820503,85.216,10652,12500
test,74.33102387189865,76.62,7662,10000
train,42.13289099931717,85.088,10636,12500
test,79.43334829807281,74.55,7455,10000
train,40.51589027047157,85.688,10711,12500
test,79.31727600097656,74.76,7476,10000
train,41.3499590754509,85.08,10635,12500
test,80.86005872488022,74.82,7482,10000
train,38.308549016714096,86.568,10821,12500
test,86.53411346673965,73.28,7328,10000
train,38.229671120643616,86.416,10802,12500
test,94.60954067111015,71.59,7159,10000
train,39.24024248123169,86.104,10763,12500
test,91.14278203248978,73.12,7312,10000
train,38.97399155795574,86.456,10807,12500
test,132.31974297761917,64.7,6470,10000
train,36.055007457733154,87.16,10895,12500
test,78.37511372566223,75.24,7524,10000
train,36.84842564165592,86.712,10839,12500
test,81.52876749634743,74.94,7494,10000
train,35.98269826173782,87.088,10886,12500
test,107.82226413488388,69.69,6969,10000
train,35.831293031573296,87.248,10906,12500
test,108.6221941113472,67.25,6725,10000
train,33.82404053211212,88.016,11002,12500
test,122.01786386966705,67.92,6792,10000
train,34.56176717579365,87.728,10966,12500
test,75.50245794653893,76.21,7621,10000
train,32.9468824416399,88.28,11035,12500
test,108.94071561098099,70.85,7085,10000
train,33.076290518045425,88.112,11014,12500
test,100.5866310596466,70.88,7088,10000
train,33.09336642920971,87.984,10998,12500
test,85.86808821558952,74.93,7493,10000
train,30.557861894369125,89.48,11185,12500
test,79.73197430372238,77.58,7758,10000
train,31.87764699757099,88.792,11099,12500
test,87.97804081439972,73.74,7374,10000
train,29.805491000413895,89.408,11176,12500
test,71.36109060049057,78.31,7831,10000
train,30.382687643170357,89.096,11137,12500
test,82.9049691259861,74.76,7476,10000
train,31.485229820013046,88.808,11101,12500
test,67.73623526096344,79.18,7918,10000
train,28.81528451293707,90.064,11258,12500
test,64.93168294429779,79.28,7928,10000
train,28.892177760601044,90.04,11255,12500
test,86.36324286460876,74.79,7479,10000
train,28.10249075293541,90.0,11250,12500
test,72.7275730073452,78.13,7813,10000
train,27.57550947368145,90.272,11284,12500
test,73.2655422091484,78.43,7843,10000
train,27.949733272194862,90.264,11283,12500
test,81.24724823236465,77.18,7718,10000
train,25.54537719488144,91.056,11382,12500
test,81.80708569288254,77.48,7748,10000
train,27.618261009454727,90.288,11286,12500
test,79.2992225587368,77.4,7740,10000
train,26.87258642911911,90.68,11335,12500
test,81.39472064375877,76.98,7698,10000
train,26.014959543943405,90.808,11351,12500
test,74.48670336604118,78.31,7831,10000
train,24.884051583707333,91.392,11424,12500
test,88.62028735876083,75.79,7579,10000
train,23.747363425791264,91.752,11469,12500
test,108.91756075620651,71.93,7193,10000
train,23.853720776736736,91.632,11454,12500
test,77.11827087402344,78.19,7819,10000
train,24.33030041307211,91.272,11409,12500
test,79.71421718597412,76.84,7684,10000
train,24.482138358056545,91.344,11418,12500
test,78.55379205942154,76.94,7694,10000
train,21.713224552571774,92.696,11587,12500
test,69.25602662563324,79.88,7988,10000
train,23.057464361190796,91.848,11481,12500
test,87.95463851094246,75.69,7569,10000
train,21.129143923521042,92.352,11544,12500
test,75.52318876981735,78.97,7897,10000
train,21.746683359146118,92.216,11527,12500
test,72.89940959215164,79.17,7917,10000
train,21.055985055863857,92.456,11557,12500
test,79.20882853865623,78.83,7883,10000
train,21.59185730665922,92.4,11550,12500
test,72.51840886473656,79.67,7967,10000
train,21.219062700867653,92.52,11565,12500
test,86.82494005560875,76.54,7654,10000
train,21.532185174524784,92.52,11565,12500
test,74.00493159890175,80.04,8004,10000
train,20.129222385585308,92.896,11612,12500
test,76.5074454843998,78.06,7806,10000
train,18.449242793023586,93.56,11695,12500
test,74.70489370822906,79.3,7930,10000
train,18.204044558107853,93.736,11717,12500
test,78.75461161136627,78.55,7855,10000
train,17.53089527785778,93.664,11708,12500
test,79.97724559903145,78.14,7814,10000
train,18.784120976924896,93.24,11655,12500
test,76.14469328522682,79.03,7903,10000
train,17.534586034715176,93.832,11729,12500
test,77.07960855960846,78.12,7812,10000
train,17.68032719194889,93.752,11719,12500
test,100.32641443610191,75.14,7514,10000
train,17.749595917761326,93.72,11715,12500
test,89.9205504655838,77.4,7740,10000
train,15.50715734809637,94.56,11820,12500
test,71.51713728904724,79.97,7997,10000
train,17.654466040432453,94.088,11761,12500
test,92.8790312409401,75.26,7526,10000
train,16.328731417655945,94.344,11793,12500
test,89.66753453016281,76.84,7684,10000
train,15.961197070777416,94.472,11809,12500
test,60.923942476511,82.76,8276,10000
train,15.745987080037594,94.464,11808,12500
test,78.14123168587685,79.51,7951,10000
train,14.46069048345089,94.84,11855,12500
test,91.5084920823574,77.08,7708,10000
train,15.597758196294308,94.592,11824,12500
test,64.71569935977459,81.86,8186,10000
train,13.723428696393967,95.048,11881,12500
test,69.72708448767662,81.46,8146,10000
train,14.987176474183798,94.864,11858,12500
test,72.6676475405693,80.63,8063,10000
train,13.932309187948704,95.168,11896,12500
test,76.80124071240425,80.42,8042,10000
train,12.806952346116304,95.584,11948,12500
test,81.22167199850082,78.38,7838,10000
train,12.82894692569971,95.624,11953,12500
test,78.7991079390049,80.57,8057,10000
train,13.388419717550278,95.304,11913,12500
test,81.5764152109623,79.12,7912,10000
train,14.160151682794094,95.112,11889,12500
test,64.16081148386002,82.42,8242,10000
train,10.572324952110648,96.472,12059,12500
test,63.27464863657951,82.12,8212,10000
train,11.214295148849487,96.072,12009,12500
test,69.9173780977726,81.73,8173,10000
train,11.098444245755672,96.312,12039,12500
test,75.47540268301964,81.16,8116,10000
train,10.878197886049747,96.368,12046,12500
test,74.83066108822823,80.52,8052,10000
train,11.167820382863283,96.16,12020,12500
test,63.12893936038017,82.9,8290,10000
train,9.59139484167099,96.624,12078,12500
test,80.29027476906776,79.89,7989,10000
train,13.155020624399185,95.56,11945,12500
test,80.42431157827377,79.13,7913,10000
train,11.160296311601996,96.024,12003,12500
test,66.03057163953781,82.73,8273,10000
train,9.04225666448474,96.832,12104,12500
test,69.44113779067993,81.91,8191,10000
train,10.594115156680346,96.304,12038,12500
test,65.48447760939598,82.78,8278,10000
train,8.910910923033953,96.816,12102,12500
test,76.57882621884346,80.4,8040,10000
train,8.8027866743505,96.904,12113,12500
test,66.32089799642563,82.44,8244,10000
train,8.697293376550078,97.072,12134,12500
test,93.85713821649551,78.65,7865,10000
train,9.497258454561234,96.696,12087,12500
test,78.6648561656475,80.23,8023,10000
train,8.08357417397201,97.392,12174,12500
test,72.58063060045242,81.64,8164,10000
train,6.734200533479452,97.712,12214,12500
test,71.67279940843582,82.08,8208,10000
train,6.473204368725419,97.816,12227,12500
test,80.16354557871819,80.8,8080,10000
train,8.067646464332938,97.112,12139,12500
test,62.312074303627014,83.52,8352,10000
train,5.666428103111684,98.088,12261,12500
test,72.3610665500164,82.68,8268,10000
train,6.621940558776259,97.768,12221,12500
test,70.74847903847694,82.8,8280,10000
train,7.159969000145793,97.648,12206,12500
test,68.51418218016624,82.85,8285,10000
train,6.464404122903943,97.88,12235,12500
test,79.23031324148178,80.67,8067,10000
train,5.0470771682448685,98.4,12300,12500
test,70.35719752311707,83.17,8317,10000
train,5.088811228983104,98.296,12287,12500
test,76.64979666471481,81.63,8163,10000
train,5.415221821051091,98.24,12280,12500
test,70.59121638536453,82.74,8274,10000
train,4.803138749673963,98.368,12296,12500
test,65.615812972188,83.6,8360,10000
train,5.873279410414398,98.008,12251,12500
test,66.90687763690948,83.52,8352,10000
train,5.068708550184965,98.456,12307,12500
test,70.52539926767349,83.45,8345,10000
train,4.203348715789616,98.6,12325,12500
test,68.03504514694214,83.5,8350,10000
train,3.82838047016412,98.768,12346,12500
test,63.67195647954941,84.2,8420,10000
train,3.7525605601258576,98.928,12366,12500
test,69.04359030723572,83.67,8367,10000
train,3.756317474413663,98.768,12346,12500
test,66.02546641230583,84.2,8420,10000
train,4.255887656472623,98.608,12326,12500
test,68.46192942559719,83.21,8321,10000
train,3.405929942149669,98.864,12358,12500
test,64.05528637766838,84.49,8449,10000
train,2.40876432787627,99.272,12409,12500
test,66.37169870734215,84.6,8460,10000
train,2.3120777357835323,99.28,12410,12500
test,66.15258756279945,84.57,8457,10000
train,3.205388640984893,98.968,12371,12500
test,62.93487110733986,84.58,8458,10000
train,2.0514942554291338,99.384,12423,12500
test,63.026404082775116,85.07,8507,10000
train,1.6800986289745197,99.472,12434,12500
test,62.78168746829033,85.12,8512,10000
train,2.148767112288624,99.248,12406,12500
test,76.7092133462429,83.08,8308,10000
train,2.997697206446901,99.112,12389,12500
test,65.36263525485992,84.47,8447,10000
train,2.5367305336985737,99.2,12400,12500
test,60.4292156547308,85.69,8569,10000
train,1.3922915040748194,99.568,12446,12500
test,60.70840269327164,85.82,8582,10000
train,1.4148997330339625,99.616,12452,12500
test,62.26258835196495,86.11,8611,10000
train,1.140257871011272,99.68,12460,12500
test,60.350321650505066,86.28,8628,10000
train,1.1273635538527742,99.704,12463,12500
test,61.45921824872494,86.15,8615,10000
train,0.8090024077100679,99.8,12475,12500
test,61.857432663440704,86.09,8609,10000
train,0.9543994409032166,99.736,12467,12500
test,60.18366089463234,86.46,8646,10000
train,0.9673357779392973,99.728,12466,12500
test,57.87503860890865,86.97,8697,10000
train,0.7535808620741591,99.8,12475,12500
test,59.90078015625477,86.78,8678,10000
train,0.8251281019183807,99.752,12469,12500
test,61.874630242586136,86.29,8629,10000
train,0.6706870397320017,99.816,12477,12500
test,59.65737888216972,87.0,8700,10000
train,0.46488152182428166,99.888,12486,12500
test,59.226503148674965,87.15,8715,10000
train,0.6568125695921481,99.824,12478,12500
test,60.13412298262119,86.78,8678,10000
train,0.43480310030281544,99.888,12486,12500
test,60.83287689089775,86.95,8695,10000
train,0.6526567218243144,99.792,12474,12500
test,59.40502214431763,86.87,8687,10000
train,0.46077012846944854,99.888,12486,12500
test,58.11769890785217,86.86,8686,10000
train,0.3304204299347475,99.936,12492,12500
test,59.70849759876728,86.9,8690,10000
train,0.32194348983466625,99.928,12491,12500
test,55.752935007214546,87.45,8745,10000
train,0.32893817184958607,99.952,12494,12500
