train,253.13374364376068,27.421096843873755,4570,16666
test,183.0221128463745,31.4,3140,10000
train,232.14750623703003,34.21336853474139,5702,16666
test,206.05024802684784,33.73,3373,10000
train,208.81544768810272,40.189607584303374,6698,16666
test,158.78814959526062,41.13,4113,10000
train,192.77452039718628,45.3498139925597,7558,16666
test,142.3668795824051,47.68,4768,10000
train,182.13839423656464,49.477979119164765,8246,16666
test,148.55960369110107,47.32,4732,10000
train,141.0629830956459,61.85647425897036,10309,16666
test,126.91286396980286,55.88,5588,10000
train,115.9119239449501,69.00876035041402,11501,16666
test,121.64494907855988,60.25,6025,10000
train,102.5247728228569,72.63290531621264,12105,16666
test,88.42828118801117,70.5,7050,10000
train,95.64639753103256,74.76899075963038,12461,16666
test,93.85530710220337,68.67,6867,10000
train,90.92343872785568,75.96903876155046,12661,16666
test,81.77169477939606,72.37,7237,10000
train,85.92231729626656,77.48109924396977,12913,16666
test,96.284333050251,68.17,6817,10000
train,81.43774566054344,78.40513620544822,13067,16666
test,84.19174712896347,71.55,7155,10000
train,79.84295165538788,78.42313692547702,13070,16666
test,74.97164794802666,74.43,7443,10000
train,77.22483456134796,79.5631825273011,13260,16666
test,90.25567841529846,70.45,7045,10000
train,75.65964624285698,80.36721468858754,13394,16666
test,76.25827676057816,73.92,7392,10000
train,74.35450807213783,80.45721828873155,13409,16666
test,67.25727620720863,77.41,7741,10000
train,71.99834889173508,81.1292451698068,13521,16666
test,72.884208381176,74.77,7477,10000
train,70.04778364300728,81.67526701068043,13612,16666
test,89.99935227632523,71.8,7180,10000
train,68.83161520957947,81.87327493099724,13645,16666
test,82.90266740322113,72.87,7287,10000
train,67.42910942435265,82.23328933157326,13705,16666
test,84.03611415624619,73.51,7351,10000
train,68.33121982216835,81.68726749069963,13614,16666
test,72.03635740280151,76.22,7622,10000
train,65.65435165166855,82.8873154926197,13814,16666
test,107.37483257055283,66.64,6664,10000
train,63.361378878355026,83.38533541341654,13897,16666
test,82.52764657139778,72.88,7288,10000
train,63.14863803982735,83.45133805352214,13908,16666
test,60.5131451189518,79.8,7980,10000
train,62.96240133047104,83.63734549381975,13939,16666
test,65.69673669338226,77.98,7798,10000
train,60.882160156965256,84.13536541461659,14022,16666
test,117.26878410577774,67.95,6795,10000
train,61.4048775434494,83.87735509420376,13979,16666
test,75.66675138473511,75.81,7581,10000
train,61.96070425212383,83.90135605424217,13983,16666
test,67.27297362685204,77.63,7763,10000
train,61.08770124614239,83.67934717388695,13946,16666
test,72.33250525593758,75.82,7582,10000
train,58.30277906358242,84.81939277571102,14136,16666
test,55.77693670988083,81.21,8121,10000
train,56.79683929681778,85.53342133685348,14255,16666
test,65.81966587901115,78.46,7846,10000
train,57.21042609214783,84.98139925597025,14163,16666
test,71.12661075592041,77.74,7774,10000
train,56.97347265481949,85.04140165606624,14173,16666
test,90.35689651966095,72.14,7214,10000
train,57.10562540590763,85.03540141605664,14172,16666
test,75.91733813285828,76.39,7639,10000
train,54.47269940376282,85.74942997719909,14291,16666
test,64.8584491610527,78.43,7843,10000
train,53.26613366603851,86.09744389775591,14349,16666
test,84.00123304128647,73.44,7344,10000
train,52.58130617439747,86.32545301812073,14387,16666
test,86.0161272585392,74.34,7434,10000
train,54.93905797600746,85.74342973718949,14290,16666
test,56.01729670166969,80.85,8085,10000
train,50.87794825434685,86.47545901836074,14412,16666
test,57.933495581150055,81.36,8136,10000
